"Codice fiscale
Steuernummer";"Repertorio
Repertoire";"Denominazione 
Bezeichnung";"Sezione (**)
Sektion";"Cognome Legale rapp.
Nachname Ges. Vertreter";"Nome Legale rapp.
Vorname Ges. Vertreter";"Rete 
Netzwerk";"Comune Sede legale
Gemeinsame Rechtssitz";"Provincia Sede legale
Provinz Rechtssitz";" 5x
1000";"Data Iscrizione
Anmeldedatum"
92104350530;152707;369 EXPERIENCE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CHIEZZI;PIETRO;No;GROSSETO;GR;Si;21/05/2025
12458271009;133761;369GRADI S.R.L.  IMPRESA SOCIALE;IMPRESE SOCIALI;ORANI;SERGIO;No;BONORVA;SS;No;05/03/2024
91022420284;79706;38 GRUPPO DI VOLONTARIATO DELL'ASSOCIAZIONE NAZIONALE CARABINIERI MONTAGNANA ODV;ORGANIZZAZIONI DI VOLONTARIATO;IANNONE;GIUSEPPE;No;MERLARA;PD;No;15/11/2022
92008980184;110803;3A ASSOCIAZIONE AMICI ANZIANI MORTARA - ODV;ORGANIZZAZIONI DI VOLONTARIATO;CATTANEO;GIUSEPPE ;No;MORTARA;PV;Si;13/04/2023
03085940603;29593;3 AGE COOPERATIVA SOCIALE;IMPRESE SOCIALI;PINCHERA;LUCA;No;FROSINONE;FR;Si;19/04/2022
96503440586;1052;3A PER L'INNOVAZIONE E LO SVILUPPO DELLA PERSONA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CONSO;VINCENZO;No;ROMA;RM;Si;03/02/2022
92034180262;131557;3 ATTO ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BRONCA;ROBERTO;No;VALDOBBIADENE;TV;Si;26/03/2024
03217310121;15159;3B COOPERATIVA SOCIALE - ONLUS - IN LIQUIDAZIONE - IN LIQUIDAZIONE COATTA AMMINISTRATIVA;IMPRESE SOCIALI;BOSCACCI;FABIO;No;VARESE;VA;No;21/03/2022
02556960355;11875;3C SALUTE SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE;IMPRESE SOCIALI;CHINELLO;MARCO;No;REGGIO EMILIA;RE;Si;21/03/2022
91075080589;130742;3D EVENTI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MATACERA;MATTIA;No;CIVITAVECCHIA;RM;Si;22/03/2024
92156980341;43910;3DPRODUCTION APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI GENNARO;ETTORE;No;PARMA;PR;Si;22/12/2022
11031210013;24105;3D SERVIZI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MASOTINA;FRANCESCO;No;TORINO;TO;No;21/03/2022
09126720011;23396;3 E 60 SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MAROCCO;LUCA CARLO GIUSEPPE;No;TORINO;TO;Si;21/03/2022
03383910787;15773;3E60 SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;VOLPENTESTA;FRANCESCO;No;RENDE;CS;No;21/03/2022
92029730121;122654;3 ELLE ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;MAESTRI;SARAH;No;DUMENZA;VA;No;20/11/2023
01948540859;8744;3ELLE SERVICE - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;LENTINI;DOMENICO;No;GELA;CL;No;21/03/2022
07222780822;157314;3 EMME SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;RESTIVO;MARIANNA;No;CASTELBUONO;PA;Si;23/07/2025
92185270904;162867;3ESSEACADEMY;ALTRI ENTI DEL TERZO SETTORE;CADEDDU;MONICA;No;SASSARI;SS;No;17/12/2025
03543520781;16462;3 ESSE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SERPA;DANIELA;No;PAOLA;CS;No;21/03/2022
03819600929;27824;3FP SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PORCU;ROSSELLA;No;SAN GIOVANNI SUERGIU;SU;No;06/04/2022
10408971009;23887;3F SOCIETA' COOPERATIVA;IMPRESE SOCIALI;CENTI;LUCIANO;No;ROMA;RM;No;21/03/2022
94086610014;122621;3MELE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NOE';SAMUELE;No;NICHELINO;TO;Si;27/10/2023
04381830712;18835;3M MEDICAL SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MANGIACOTTI;FRANCESCO;No;SAN GIOVANNI ROTONDO;FG;No;21/03/2022
03873740926;27847;3MOTION COOPERATIVA SOCIALE;IMPRESE SOCIALI;FAEDDA;DANIELE;No;ASSEMINI;CA;Si;06/04/2022
01607870803;7160;3 M SERVICE SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;PITASI;VIRGILIO ROBERTO;No;REGGIO CALABRIA;RC;No;21/03/2022
09328810966;23483;3OUT COOPERATIVA SOCIALE ONLUS IN LIQUIDAZIONE;IMPRESE SOCIALI;BROCATO;ROBERTO;No;MILANO;MI;No;21/03/2022
97375210826;119518;3P ARENELLA-APS-ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI PASQUALE;FRANCESCO;No;PALERMO;PA;No;07/09/2023
05832080823;20960;3P  (PADRE PINO PUGLISI) SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SORRENTINO;CARMELA;No;PALERMO;PA;Si;21/03/2022
05323270289;27391;3P SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PONCHIA;NICOLA;No;PADOVA;PD;No;06/04/2022
90083130402;38340;3S FORMAZIONE - SPORT, SALUTE, SICUREZZA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MARTORO;FEDERICO;No;SAVIGNANO SUL RUBICONE;FC;No;19/10/2022
92062310443;46841;3 SICC APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ANGELINI;SIMONE;No;CASTORANO;AP;Si;06/09/2022
97906420019;144173;3SO SOTTOSCALA D'ARTE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MISITI;SIMONE;No;TORINO;TO;No;17/10/2024
92078200851;155915;3S - SHOW SPORT SERVICE S.S.D. S.R.L.;IMPRESE SOCIALI;BONAFFINI;EUGENIO ANTONIO;No;SAN CATALDO;CL;No;20/06/2025
06957670729;22010;3S SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;BARNABA';CARLO;No;CANOSA DI PUGLIA;BT;No;21/03/2022
03570450548;16605;3 TEKNO SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CECCHETTI;DANIELE;No;CORCIANO;PG;No;21/03/2022
03760460547;29347;3V SOCIETA' COOPERATIVA SOCIALE DI COMUNITA';IMPRESE SOCIALI;MARIANI;LORENZO;No;PERUGIA;PG;No;13/04/2022
98129630780;727;3 X 21 I SOGNI DI SAVERIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAPOCASALE;TEODOLINDA;No;COSENZA;CS;Si;14/07/2022
91462190371;131843;40010 - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BENATI;ENRICO;No;SAN GIOVANNI IN PERSICETO;BO;No;22/05/2024
92045720791;153515;404 ASSOCIAZIONE SPORTIVA DILETTANTISTICA DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PERRI;LUIGI;No;LAMEZIA TERME;CZ;No;12/06/2025
03142700214;14882;"404 SOCIETA' COOPERATIVA SOCIALE, IN BREVE ""404 S.C.S.""";IMPRESE SOCIALI;BILATO;SERGIO;No;BOLZANO;BZ;Si;21/03/2022
93172640752;151792;40 PARALLELO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BOLOGNINI;GIUSEPPE;No;LECCE;LE;Si;11/04/2025
91196400351;107032;42048 - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CROCETTI;CHRISTIAN;No;RUBIERA;RE;Si;02/08/2023
02987180185;152499;42 GAMES - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SPARPAGLIONE;BRUNO;No;VOGHERA;PV;No;27/05/2025
92226400288;61984;42^ GRUPPO DI VOLONTARIATO DELL'ASSOCIAZIONE NAZIONALE CARABINIERI DI PADOVA PIOVE DI SACCO ROVOLON ODV;ORGANIZZAZIONI DI VOLONTARIATO;PASTORE;EMILIO;No;PADOVA;PD;Si;28/10/2022
94076110587;121037;432 HZ APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TRISSATI;FRANCESCA;No;ROMA;RM;No;04/08/2023
92023390237;36901;43 GRUPPO DI VOLONTARIATO DELL'ASSOCIAZIONE NAZIONALE CARABINIERI ODV;ORGANIZZAZIONI DI VOLONTARIATO;SOLFA;FRANCO;No;MEZZANE DI SOTTO;VR;No;22/12/2022
91406420371;49297;440 HZ-APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PALMIERI;GUALTIERO;No;ALTO RENO TERME;BO;Si;22/09/2022
91168240405;36715;44 GATTE TUTELA ANIMALI - ODV;ORGANIZZAZIONI DI VOLONTARIATO;LAZZARINI;ILARIA;No;BELLARIA-IGEA MARINA;RN;No;28/06/2022
91122660334;34496;44 ZAMPE - ODV;ORGANIZZAZIONI DI VOLONTARIATO;GRASSI;ROBERTO;No;CASTEL SAN GIOVANNI;PC;Si;15/06/2022
91034850262;61973;45^ GRUPPO DI VOLONTARIATO DELL'ASSOCIAZIONE NAZIONALE CARABINIERI DI SUSEGANA ODV;ORGANIZZAZIONI DI VOLONTARIATO;DANIOTTI;PIETRO;No;SANTA LUCIA DI PIAVE;TV;Si;28/10/2022
92196720343;37637;46+1 - AMICI DELL'OLTRETORRENTE - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MANGHI;MASSIMO;No;PARMA;PR;No;05/07/2022
96082520220;138387;46 PARALLELO ETS;ALTRI ENTI DEL TERZO SETTORE;CROCCO;ANGELO RAFFAELE;No;TRENTO;TN;Si;28/08/2024
90041760365;2183;46VIE - ASSOCIAZIONE CULTURALE ETS;ALTRI ENTI DEL TERZO SETTORE;CREMASCHI;CARLA;No;MIRANDOLA;MO;Si;25/07/2022
93249140232;61991;47^ NUCLEO DI VOLONTARIATO E PROTEZIONE CIVILE DELL'ASSOCIAZIONE NAZIONALE CARABINIERI DI VERONA ODV;ORGANIZZAZIONI DI VOLONTARIATO;DALLA MARTA;PAOLO;No;VERONA;VR;Si;28/10/2022
92021340549;45922;4 APRILE ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAPOCCIA;ROBERTO;No;GUALDO TADINO;PG;Si;12/09/2022
92047670424;48468;4 BAFFI ORGANIZZAZIONE DI VOLONTARIATO ;ORGANIZZAZIONI DI VOLONTARIATO;CASAGRANDE;CLAUDIA;No;JESI;AN;Si;06/09/2022
03516960923;16344;4CARESERVICE SOCIETA' COOPERATIVA SOCIALE - ORGANIZZAZIONE NON LUCRATIVA DI UTILITA' SOCIALE IN SIGLA : 4CARESERVICE SOC. COOP. SOCIALE - ONLUS;IMPRESE SOCIALI;PERRA;VALENTINA;No;ASSEMINI;CA;No;21/03/2022
90009950198;100159;4 CATS - ODV;ORGANIZZAZIONI DI VOLONTARIATO;FONTANA;RENATA;No;TORRICELLA DEL PIZZO;CR;Si;09/02/2023
97893000154;1000;4CMP ACADEMY APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FELLA;CHIARA;No;MILANO;MI;Si;11/03/2022
91077980125;47286;4 DOGS - ODV;ORGANIZZAZIONI DI VOLONTARIATO;MAESTRI;GIOVANNI;No;ALBIZZATE;VA;Si;09/11/2022
96527040586;51180;4 ELEMENTS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LATTANZIO;ELISABETTA;No;TORINO;TO;Si;19/01/2023
15810911006;28635;4 EVER SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;MAGLIOCCHETTI;BENEDETTO;No;ROMA;RM;No;08/04/2022
03152030122;14911;4 EXODUS - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PAGLIUCA;MARCO;No;DAVERIO;VA;Si;21/03/2022
02522630462;28350;4 FAMILY SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;TIKARLI;SUSAN;No;LUCCA;LU;No;07/04/2022
11312860965;102439;4F FOUR F FOR FRIENDS O.D.V.;ORGANIZZAZIONI DI VOLONTARIATO;VAI;CLAUDIO;No;ABBIATEGRASSO;MI;Si;16/02/2023
94153530301;31170;4 FOR ALL - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TONINI;ENZO;No;BUTTRIO;UD;Si;13/05/2022
90036760743;123890;4G FORMA ETS;ALTRI ENTI DEL TERZO SETTORE;NACCI;GIOVANNI;No;OSTUNI;BR;No;03/10/2023
93481790728;82468;4INZU;ORGANIZZAZIONI DI VOLONTARIATO;DIOGUARDI;LEONARDO;No;RUTIGLIANO;BA;Si;21/02/2023
02390030209;10828;4 LUGLIO - SOCIETA' COOPERATIVA SOCIALE A R.L.;IMPRESE SOCIALI;BASSI;MORENO;No;SUZZARA;MN;No;21/03/2022
91104160931;130397;4M3 APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PAPAIS;ELIO ENZO;No;CASARSA DELLA DELIZIA;PN;Si;18/01/2024
97323680823;102351;4 MAGGIO 1963;ORGANIZZAZIONI DI VOLONTARIATO;LO VERDE;CARLO;No;PALERMO;PA;Si;10/05/2023
90020280427;46889;4 MAGGIO 2008 -ORGANIZZAZIONE DI VOLONTARIATO IN BREVE 4 MAGGIO 2008 -ODV;ORGANIZZAZIONI DI VOLONTARIATO;GALDELLI;ALVARO;No;CERRETO D'ESI;AN;Si;06/09/2022
03900210927;27858;4MARE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;DORE;MONICA;No;CAPOTERRA;CA;No;06/04/2022
92069110499;164407;4MORI AUTO E MOTO STORICHE LIVORNO - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SALVADORI;STEFANO;No;LIVORNO;LI;Si;05/03/2026
95246880637;70627;4 NAPLES;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ZAMPA;FRANCESCO GIUSEPPE;No;NAPOLI;NA;No;07/11/2022
02059360475;104645;4PASSI IMPRESA SOCIALE E.T.S.;IMPRESE SOCIALI;BALLATI;ISABELLA;No;SAN MARCELLO PITEGLIO;PT;No;06/03/2023
95151760246;111299;4 PASSI IN COMPAGNIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TRAVERSA;ANDREA;No;VICENZA;VI;Si;21/06/2023
04167620923;153393;4 PASSION SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SCROCCU;VERONICA;No;SESTU;CA;No;22/04/2025
95280180639;51849;4 RAW CITY SOUND APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MUSTO;VINCENZO;No;NAPOLI;NA;Si;30/09/2022
91030610017;62318;4 REAL ASSOCIAZIONE SPORTIVA DILETTANTISTICA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MOSCIATTI;RICCARDO;No;CHIVASSO;TO;No;28/10/2022
93431710727;84741;4 SEASONS EVENTI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;POLI;ISABELLA;No;CONVERSANO;BA;No;05/12/2022
90038710837;154285;4 SUN CER - ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;QUATTROCCHI;SALVATORE FRANCESCO;No;BARCELLONA POZZO DI GOTTO;ME;No;11/07/2025
91053690243;133364;4TREE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BORTOLI;ABRAMO;No;MAROSTICA;VI;Si;10/05/2024
97672420151;90167;4 TUNNEL APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SURICO;IRMA;No;MILANO;MI;Si;21/12/2022
01354770321;57682;4U LIFE O.D.V.;ORGANIZZAZIONI DI VOLONTARIATO;RADOVANI;ADRIAN;No;TRIESTE;TS;Si;19/10/2022
90040110315;61376;4WOMEN ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RUBOLINI;LUCIA;No;STARANZANO;GO;Si;13/12/2022
92018000221;42010;4 X 4 INSIEME - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;WIDMANN ;MICHELE;No;PREDAIA;TN;Si;27/07/2022
15466211008;25093;4 YOU - SOCIETA' DI MUTUO SOCCORSO;IMPRESE SOCIALI;BULONE;CLAUDIA;No;ROMA;RM;No;21/03/2022
96420740589;108566;4 ZAMPE E CO.-ODV;ORGANIZZAZIONI DI VOLONTARIATO;PASQUARIELLO;CARLA;No;ROMA;RM;Si;31/03/2023
91046250196;153455;4 ZAMPE IN MISSIONE ODV;ORGANIZZAZIONI DI VOLONTARIATO;DENTI;ELONORA;No;CREDERA RUBBIANO;CR;Si;09/05/2025
92092960514;47863;4 ZAMPE IN VOLO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ANGIOLONI;FEDERICA;No;CHIUSI DELLA VERNA;AR;Si;12/09/2022
93070110205;108199;4 ZAMPE NEL CUORE ITALIA - ODV;ORGANIZZAZIONI DI VOLONTARIATO;DOFFINI;DANIELA;No;SAN BENEDETTO PO;MN;Si;30/03/2023
91159880359;34526;4 ZAMPE PER L'EMILIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;CHILLON;CATERINA;No;SASSUOLO;MO;Si;15/06/2022
96551310582;94454;4 ZAMPETTE - ODV;ORGANIZZAZIONI DI VOLONTARIATO;BOCCHINO;ALESSANDRO;No;MONTEROTONDO;RM;Si;23/03/2023
94063630159;46652;50 GRAFFIATURE DI MICIO ODV;ORGANIZZAZIONI DI VOLONTARIATO;VERGANI;LAURA;No;CAVENAGO DI BRIANZA;MB;Si;08/08/2022
92074020626;34173;50 & OLTRE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CERCHIONE;SILVANA;No;BENEVENTO;BN;Si;07/09/2022
95132790247;55638;50 PASSI ODV;ORGANIZZAZIONI DI VOLONTARIATO;ZARANTONELLO;FRANCO;No;VICENZA;VI;Si;13/10/2022
90015540876;65871;52 CLUB FRECCE TRICOLORI ACIREALE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ZANGRI';ANTONINO;No;ACIREALE;CT;No;07/11/2022
01316140456;5770;54 CENT(R)O SOCIETA' COOPERATIVA;IMPRESE SOCIALI;GIUGNI;LIA;No;MASSA;MS;No;21/03/2022
94065100151;140578;5/4 SCUOLA DI MUSICA E TECNOLOGIE MUSICALI E.T.S.;ALTRI ENTI DEL TERZO SETTORE;BODRATO;BARBARA;No;CAVENAGO DI BRIANZA;MB;Si;09/09/2025
02574200446;152286;55 AL CUORE FOOD ACADEMY APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VIOLIN;MASSIMILIANO;No;SAN BENEDETTO DEL TRONTO;AP;No;20/05/2025
95191880103;38671;5678 STUDIO APS ASD;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BUZZOTTA;ROSALIA;No;GENOVA;GE;No;11/07/2022
01939950067;32981;59ME DEMI-BRIGADE DE INFANTERIE DE LIGNE DI MARENGO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BERNINI;GIANLORENZO;No;ALESSANDRIA;AL;No;01/06/2022
94126400301;52008;5 AGOSTO S. OSVALDO ODV;ORGANIZZAZIONI DI VOLONTARIATO;CAPRI;LOREDANA;No;UDINE;UD;No;04/10/2022
01338790320;27561;5D COOPERATIVA SOCIALE - IN LIQUIDAZIONE;IMPRESE SOCIALI;GARGIULO;ANTONIO;No;TRIESTE;TS;No;06/04/2022
90041000804;104337;5D - TUTELIAMO I DIRITTI E LA DIGNITA' DELLE DONNE CON IL DIALOGO E UNA DIFESA ATTIVA ORGANIZZAZIONE DI VOLONTARIATO;ORGANIZZAZIONI DI VOLONTARIATO;POLIMENO;MARIA ALESSANDRA;No;BOVALINO;RC;Si;11/04/2023
05794950823;20935;5  ELEMENTI - COOPERATIVA SOCIALE;IMPRESE SOCIALI;SCOZZARI;GAETANO;No;PALERMO;PA;No;21/03/2022
03782330652;17426;5 SENSI - SOCIETA' COOPERATIVA SOCIALE  A R.L.;IMPRESE SOCIALI;CATAPANO;GIOVANNI;No;SARNO;SA;Si;21/03/2022
94060640656;71284;5 STARS ASSOCIAZIONE PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CIARAVOLA;CIRA;No;PAGANI;SA;Si;07/11/2022
91068120111;32777;5 TERRE ACADEMY ODV;ORGANIZZAZIONI DI VOLONTARIATO;D IMPORZANO;LEONARDO;No;RIOMAGGIORE;SP;Si;30/05/2022
93563970727;167291;690 HERTZ APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;COSMO;RUBEN;No;TRIGGIANO;BA;No;03/03/2026
92133620499;100245;6 IL MIO AMICO SPECIALE A.P.S.-ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CACIAGLI;MARIANGELA;No;CECINA;LI;Si;07/02/2023
98102180175;98557;6...IN COMPAGNIA - ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BONETTA;MARIA;No;BRESCIA;BS;No;01/02/2023
97367680820;92137;6LIBERA.6COME6 ETS - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MIRABELLI;DHEBORA;No;PALERMO;PA;No;06/02/2023
96044310173;106968;6 LUGLIO - ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;ISEPPI;DIEGO;No;SAN FELICE DEL BENACO;BS;Si;16/05/2023
93320140234;150905;6 MARZO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GREPPI;ROBERTO;No;BUSSOLENGO;VR;Si;14/05/2025
97744100583;26021;6 ORME - ODV;ORGANIZZAZIONI DI VOLONTARIATO;RIBANO;GIULIA;No;ROMA;RM;Si;14/02/2023
93158280235;54846;6 PIU' - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DE SANTI;MICHELE;No;SAN PIETRO IN CARIANO;VR;No;11/10/2022
91086980744;28793;72024 CENTRO DI SMISTAMENTO CULTURALE - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VIAPIANA;ANTONELLA;No;ORIA;BR;Si;16/05/2022
93092930846;141250;72 GRADI EST - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DE MARCO;SALVATORE;No;PORTO EMPEDOCLE;AG;No;03/09/2024
92220580283;61959;72 NUCLEO DI VOLONTARIATO E PROTEZIONE CIVILE ANC MESTRINO (PD) ODV;ORGANIZZAZIONI DI VOLONTARIATO;CECCHINI;CINO;No;MESTRINO;PD;Si;28/10/2022
90053360757;126695;73056 - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RICCIO;RICCARDO;No;TAURISANO;LE;No;25/01/2024
93165130753;108843;73100 GAYA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BARLETTA;GAIA;No;LECCE;LE;No;04/05/2023
97939800153;107324;73GROUPMILANO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RENDINA;ROCCO;No;CORMANO;MI;No;17/04/2023
95113190243;62001;75^ NUCLEO VOLONTARIATO E PROTEZIONE CIVILE ASSOCIAZIONE NAZIONALE CARABINIERI VICENZA ODV;ORGANIZZAZIONI DI VOLONTARIATO;MASIA;SALVATORE;No;VICENZA;VI;Si;28/10/2022
92044100441;107089;7-8 CHILI ASSOCIAZIONE CULTURALE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAPRIOTTI;GIULIA;No;OFFIDA;AP;No;22/03/2023
98200710170;45609;7BELLO CARTAGIOCOFILIA ITALIANA - ASSOCIAZIONE DI PROMOZIONE SOCIALE O A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PIOVESAN;ANDREA;No;BRESCIA;BS;Si;26/08/2022
16935281002;82934;7 COLLI SOCIETA' COOPERATIVA SOCIALE ETS;IMPRESE SOCIALI;DOMINO;DANIELA;No;ROMA;RM;No;30/11/2022
93153020750;52029;7 FRAME A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LEONE;FRANCESCO;No;SALICE SALENTINO;LE;No;05/12/2022
94156610308;56457;7 LABS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TROMBETTA;LORENZO;No;TARCENTO;UD;No;17/10/2022
03616550129;16802;7 LAGHI COOPERATIVA SOCIALE;IMPRESE SOCIALI;DALL'OCO;LARA;No;VARESE;VA;No;21/03/2022
91027140275;149709;7MARI;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NALESSO;OSCAR;No;CHIOGGIA;VE;Si;17/07/2025
03564120982;118612;7MILAMIGLIALONTANO ASSOCIAZIONE DI PROMOZIONE SOCIALE O A.P.S. E.T.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MAZZOCCHI;BEATRICE;No;BRESCIA;BS;Si;03/08/2023
92092840401;81648;7 SOLIDALI CON UN FILO DI PERLE ODV;ORGANIZZAZIONI DI VOLONTARIATO;DE SANTIS;MARINELLA;No;FORLI';FC;Si;24/11/2022
92052110266;139669;7SU7 CASTELFRANCO VENETO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ONGARATO;MATTEO;No;CASTELFRANCO VENETO;TV;No;20/09/2024
91017990382;26650;7 VIRTUAL JAZZ CLUB APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PAPPI;VALERIO;No;FERRARA;FE;Si;22/09/2023
91071240799;153038;7VITE ODV;ORGANIZZAZIONI DI VOLONTARIATO;FERRANTE;MARIA ELISA;No;CROTONE;KR;Si;03/06/2025
93302340232;29891;800SORRISI;ORGANIZZAZIONI DI VOLONTARIATO;MALA;MARIO;No;VERONA;VR;Si;31/08/2022
94322610489;113863;80 FIDUCIA IN TE - BANCA DEL TEMPO - ETS;ALTRI ENTI DEL TERZO SETTORE;BLANDI;VALENTINA;No;FIRENZE;FI;No;09/08/2023
92121240649;149692;83013  APS  ASD ;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BOCCIERO;DARIO;No;MERCOGLIANO;AV;No;02/04/2025
93032990256;31562;87 CLUB FRECCE TRICOLORI BELLUNO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GAVA;MAURIZIO;No;BELLUNO;BL;Si;16/05/2022
92248730282;61966;87^ GRUPPO DI VOLONTARIATO DELL'ASSOCIAZIONE NAZIONALE CARABINIERI DI CAMPODARSEGO E BORGORICCO ODV;ORGANIZZAZIONI DI VOLONTARIATO;BONOTTO;ANTONIO;No;CAMPODARSEGO;PD;Si;28/10/2022
91010650298;61962;88^NUCLEO VOLONTARIATO E PROTEZIONE CIVILE ASSOCIAZIONE NAZIONALE CARABINIERI ODV;ORGANIZZAZIONI DI VOLONTARIATO;ZIZZO;ANTONINO;No;OCCHIOBELLO;RO;Si;28/10/2022
12123620010;28588;8 APRILE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;STOJANOVIC;KEVIN;No;TORINO;TO;No;08/04/2022
91304600371;90007;8CENTO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DALLA CASA;SERGIO;No;BOLOGNA;BO;Si;21/12/2022
01659020620;7417;8 H.E.R.T.Z. SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SIGNORIELLO;VINCENZO;No;BENEVENTO;BN;No;21/03/2022
92050920427;293;8 MAGGIO ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TOGNON;GIACOMO;No;SENIGALLIA;AN;Si;14/03/2022
